GC,PHDW-108,Flying Floodfish,0,0,1,Spirit,3,"Rest these among your ""Altar"" [summon]: [1] ""Sea"".","Branch [1] of your ""Sea Altar"" [summon] from this.",Rainbringing,Normal,Special,,[target] this [zone].,"Return this to the [spirit] [deck]. Place a ""Sea Altar"" that was branched from it in [target], then Ready it.",,
GC,PHDW-109,,,,,Spirit,3,"Rest these among your ""Altar"" [summon]: [1] ""Sea"".",,,,,,,,"A pale blue glow emitted from the deepest darkness of the sea. If offered enough territory, it rises to greet its expanding influence.",
GC,PHDW-110,Saltcrust Seagull,6,2,2,Spirit,3,"Rest these among your ""Altar"" [summon]: [2] ""Sea"".",Draw [1].,,,,,,,"A legless seagull that wanders the air above the sea. It continues to drift endlessly, even as its body becomes encrusted with salt.",
GC,PHDW-111,Swordfish Dancer,6,0,0,Spirit,3,"Rest these among your ""Altar"" [summon]: [2] ""Sea"".","Branch [1] of your ""Sea Altar"" [summon] from this.",Seaborn Fencer,Normal,Damage,,"You cannot add to this Sequence, and your Opponent can only add to it once.","This switches with [1] of your ""Sea Altar"" [summon], then deals its [attack] to a bordering [zone].",,
GC,PHDW-112,Sea Depths' Elusion,8,0,0,Spirit,1,"Rest these among your ""Altar"" [summon]: [4] ""Sea"".","Branch [1] of your ""Sea Altar"" [summon] from this, then Ready this.",Rising Reign,Fast,Movement,,,"Branch [1] of your ""Sea Altar"" [summon] from this to move this to the [zone] it was in.
If this has at least [3] branched ""Sea Altar"", Ready it.",A beast born with both the weapon and honor of a swordsman ingrained into its body. It fights not to live but to test its skill in fair clashes.,
GC,PHDW-113,Lava Strider,4,0,2,Spirit,3,"Rest these among your ""Altar"" [summon]: [1] ""Lava"".",,Volatile Shell,Normal,Damage,,,"This deals its [attack] to a bordering [zone].
If this isn't bordered by a ""Lava Altar"", return it to your [spirit] [deck].","A floating palace hidden in the moon's glow. It's said to be the origin of all Spirits, acting as a final station between this world and the next.",
GC,PHDW-114,Bomb Ghost,0,0,3,Spirit,3,,,,,,,,,,
GC,PHDW-115,Obsidian Golem,4,0,1,Spirit,3,"Rest these among your ""Altar"" [summon]: [2] ""Lava"".","If this is bordered by a ""Sea Altar"", Ready this.",Mirrored Body,Passive,Special,,,Any damage dealt to this is also dealt to the [gate] whose effect dealt that damage.,,
GC,PHDW-116,Rocket Drake,7,0,0,Spirit,3,"Rest these among your ""Altar"" [summon]: [2] ""Lava"".",,Piercing Flame,Normal,Movement,,,This moves to an empty bordering [zone]. Repeat in the same direction until you can't. This deals its [attack] to the occupied [zone] that stopped this movement.,,
GC,PHDW-117,Flame Queen's Robe,0,0,0,Spirit,1,"Rest these among your ""Altar"" [summon]: [4] ""Lava"".",Branch this from your [entrant].,One With the Sun,Passive,Branch,,,"When you use One with the Land, you can switch with any of your ""Lava Altar"" instead, and if you do, deal [9] to each bordering [zone].",,
GC,PHDW-118,Reserved Slot,,,,Spirit,3,"Rest these among your ""Altar"" [summon]: [1] ""Wilds"".","Branch [1] of your ""Sea Altar"" [summon] from this.",Rainbringing,Normal,Special,,[target] this [zone].,"Return this to the [spirit] [deck]. Place a ""Sea Altar"" that was branched from it in [target], then Ready it.",,
GC,PHDW-119,Reserved Slot,,,,Spirit,3,"Rest these among your ""Altar"" [summon]: [1] ""Wilds"".","Branch this from your ""Sea Altar"" [gate].",Teeming Twilight,Passive,Branch,,,"Add "" - Wilds Altar"" to the Name of this [gate]. When Resting this for the Open Cost of your [spirit], you can treat this as [2] ""Altar"" [summon] with its name.",,
GC,PHDW-120,Reserved Slot,,,,Spirit,3,"Rest these among your ""Altar"" [summon]: [2] ""Wilds"".",Draw [1].,,,,,,,,
GC,PHDW-121,Reserved Slot,,,,Spirit,3,"Rest these among your ""Altar"" [summon]: [2] ""Wilds"".","Branch [1] of your ""Sea Altar"" [summon] from this.",Seaborn Fencer,Normal,Damage,,"You cannot add to this Sequence, and your Opponent can only add to it once.","This switches with [1] of your ""Sea Altar"" [summon], then deals its [attack] to a bordering [zone].",,
GC,PHDW-122,Reserved Slot,,,,Spirit,1,"Rest these among your ""Altar"" [summon]: [4] ""Wilds"".","Branch [1] of your ""Sea Altar"" [summon] from this, then Ready this.",Rising Reign,Fast,Movement,,,"Branch [1] of your ""Sea Altar"" [summon] from this to move this to the [zone] it was in.
If this has at least [3] branched ""Sea Altar"", Ready it.",,
GC,PHDW-123,Treeshadow School,0,0,0,Spirit,3,"Rest these among your ""Altar"" [summon]: [1] ""Sea"".","Branch this from your ""Sea Altar"" [gate].",Teeming Twilight,Passive,Branch,,,"Add "" - Wilds Altar"" to the Name of this [gate]. When Resting this for the Open Cost of your [spirit], you can treat this as [2] ""Altar"" [summon] with its name.",,
GC,PHDW-124,Kalpavriksha Seed,,,,Spirit,,,,Vessel of Wishes,,,,,,,
GC,PHDW-125,Reserved Slot,,,,Normal,,,,,,,,,,,
GC,PHDW-167,Reserved Slot,,,,Normal,,,,,,,,,,,
GC,PHDW-168,Reserved Slot,,,,Normal,,,,,,,,,,,
GC,PHDW-169,Reserved Slot,,,,Normal,,,,,,,,,,,
GC,PHDW-170,Reserved Slot,,,,Normal,,,,,,,,,,,
GC,PHDW-171,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-005,"In'ei, Sealing Shadow",3,0,1,Entrant,,,,Shadow's Source,Normal,Special,,[target] any [1] [zone].,"Flip any [summon] in [target] face-down as a ""Sealed"" [gate].",,Mark Reid
SR,PHDW-126,Trapdoor Spider,6,0,1,Summon,,"Open this face-down as a ""Sealed Gate"" [summon] with
[0] [attack], [2] [defense], and [0] [movement].",,Ambushing Shadow,Fast,Flip,,"While this is a ""Sealed Gate"", Rest it and Flip it face-up:",Deal the [attack] of this [summon] to a bordering [zone].,A beast whose instinctual behaviors are so similar to basic sealing rituals that some say those traditions were inspired by these spiders in the first place.,
SR,PHDW-127,Shadowstep Wolf,4,0,2,Summon,,"Open this face-down as a ""Sealed Gate"" [summon] with
[0] [attack], [2] [defense], and [0] [movement].",,Trained Shadow,Fast,Flip,,"While this is a ""Sealed Gate"", Rest it and Flip it face-up:",This moves with its [movement].,,
SR,PHDW-128,Shadowseek Owl,1,0,2,Summon,,"Open this face-down as a ""Sealed Gate"" [summon] with
[0] [attack], [2] [defense], and [0] [movement].",,Hunting Shadow,Fast,Flip,,"While this is a ""Sealed Gate"", Rest it and Flip it face-up:",Add [1] [gate] with a Shadow [skill] from your [deck] to your [hand].,,
SR,PHDW-129,Creeping Twilight,,,,Normal,,,"Flip all of your face-up [summon] with a ""Shadow"" [skill] face-down as ""Sealed"" [gate].
(If they are Ready or Resting, they stay Ready or Resting.)",,,,,,,,
SR,PHDW-130,Advancing Shadow,,,,Normal,,"Open this bordering your [entrant], even if it's Rested.","Ready all of your ""Sealed"" [gate], then end your turn.",,,,,,,,
SR,PHDW-131,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-132,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-133,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-134,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-135,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-136,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-137,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-138,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-139,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-140,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-141,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-142,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-143,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-144,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-145,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-172,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-173,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-174,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-175,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-176,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-177,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-178,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-179,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-180,Reserved Slot,,,,Normal,,,,,,,,,,,
SR,PHDW-181,Reserved Slot,,,,Normal,,,,,,,,,,,
